# txschools.net — unofficial. Not operated by, endorsed by, or affiliated with the Texas Education Agency.
# source: Texas Education Agency, published publicly at https://txschools.gov
# snapshot: 15 August 2026 — the date this site fetched TEA's data. TEA may have revised it since.
# dataset: ranking board
# page: https://txschools.net/rankings/texas-districts/school-progress-gains
# rows: 1017 (excluding this header and the column row)
# ranking: Texas school districts with the largest School Progress gains since 2023-24
# population: 1,017 districts of 1,020 districts are ranked here.
# population: 1 was not rated by TEA for 2025-26 and is not ranked.
# population: 2 have no figure at the start of the window and are not ranked.
# rank_of is how many rows were actually ranked (can be smaller than the population above); two rows on the same value share a rank ("tied"), and the next rank is skipped.
# empty cell = TEA did not publish that figure. It does not mean zero.
# numbers are unformatted: no thousands separators, no currency symbols, no percent signs.
# lines starting with # are comments — pandas: read_csv(path, comment='#')
rank,rank_of,tied,entity_id,name,county,rating,value,2023_24,2025_26,enrollment,url
139,1017,31,007905,Pleasanton ISD,Atascosa,C,8,72,80,3301,https://txschools.net/district/pleasanton-isd-007905
139,1017,31,014907,Rogers ISD,Bell,B,8,71,79,856,https://txschools.net/district/rogers-isd-014907
139,1017,31,083901,Seagraves ISD,Gaines,B,8,76,84,523,https://txschools.net/district/seagraves-isd-083901
139,1017,31,019909,Simms ISD,Bowie,B,8,79,87,462,https://txschools.net/district/simms-isd-019909
139,1017,31,170907,Splendora ISD,Montgomery,C,8,65,73,5882,https://txschools.net/district/splendora-isd-170907
139,1017,31,014909,Temple ISD,Bell,B,8,74,82,8704,https://txschools.net/district/temple-isd-014909
139,1017,31,180902,Vega ISD,Oldham,A,8,79,87,354,https://txschools.net/district/vega-isd-180902
139,1017,31,201914,West Rusk County Consolidated ISD,Rusk,C,8,73,81,1006,https://txschools.net/district/west-rusk-county-consolidated-isd-201914
139,1017,31,091910,Whitewright ISD,Grayson,B,8,80,88,791,https://txschools.net/district/whitewright-isd-091910
139,1017,31,003906,Zavalla ISD,Angelina,B,8,76,84,308,https://txschools.net/district/zavalla-isd-003906
171,1017,54,109901,Abbott ISD,Hill,A,7,83,90,285,https://txschools.net/district/abbott-isd-109901
171,1017,54,250906,Alba-Golden ISD,Wood,B,7,79,86,772,https://txschools.net/district/alba-golden-isd-250906
171,1017,54,194902,Avery ISD,Red River,A,7,89,96,295,https://txschools.net/district/avery-isd-194902
171,1017,54,114901,Big Spring ISD,Howard,B,7,77,84,3107,https://txschools.net/district/big-spring-isd-114901
171,1017,54,235901,Bloomington ISD,Victoria,D,7,61,68,705,https://txschools.net/district/bloomington-isd-235901
171,1017,54,176901,Burkeville ISD,Newton,C,7,67,74,245,https://txschools.net/district/burkeville-isd-176901
171,1017,54,198902,Calvert ISD,Robertson,D,7,59,66,143,https://txschools.net/district/calvert-isd-198902
171,1017,54,116902,Celeste ISD,Hunt,B,7,82,89,471,https://txschools.net/district/celeste-isd-116902
171,1017,54,226901,Christoval ISD,Tom Green,B,7,75,82,628,https://txschools.net/district/christoval-isd-226901
171,1017,54,194904,Clarksville ISD,Red River,D,7,63,70,504,https://txschools.net/district/clarksville-isd-194904
171,1017,54,112908,Como-Pickton CISD,Hopkins,B,7,77,84,751,https://txschools.net/district/como-pickton-cisd-112908
171,1017,54,161921,Connally ISD,McLennan,D,7,63,70,2031,https://txschools.net/district/connally-isd-161921
171,1017,54,175903,Corsicana ISD,Navarro,C,7,70,77,5910,https://txschools.net/district/corsicana-isd-175903
171,1017,54,095902,Cotton Center ISD,Hale,A,7,82,89,97,https://txschools.net/district/cotton-center-isd-095902
171,1017,54,174902,Cushing ISD,Nacogdoches,B,7,75,82,561,https://txschools.net/district/cushing-isd-174902
171,1017,54,108902,Donna ISD,Hidalgo,B,7,76,83,12436,https://txschools.net/district/donna-isd-108902
171,1017,54,048901,Eden CISD,Concho,B,7,74,81,217,https://txschools.net/district/eden-cisd-048901
171,1017,54,178914,Flour Bluff ISD,Nueces,B,7,81,88,5375,https://txschools.net/district/flour-bluff-isd-178914
171,1017,54,049901,Gainesville ISD,Cooke,D,7,64,71,3054,https://txschools.net/district/gainesville-isd-049901
171,1017,54,182901,Gordon ISD,Palo Pinto,A,7,83,90,240,https://txschools.net/district/gordon-isd-182901
171,1017,54,123914,Hamshire-Fannett ISD,Jefferson,B,7,69,76,1947,https://txschools.net/district/hamshire-fannett-isd-123914
171,1017,54,084903,High Island ISD,Galveston,B,7,79,86,122,https://txschools.net/district/high-island-isd-084903
171,1017,54,101913,Humble ISD,Harris,B,7,75,82,47734,https://txschools.net/district/humble-isd-101913
171,1017,54,242905,Kelton ISD,Wheeler,B,7,76,83,129,https://txschools.net/district/kelton-isd-242905
171,1017,54,219905,Kress ISD,Swisher,B,7,75,82,278,https://txschools.net/district/kress-isd-219905
171,1017,54,075902,La Grange ISD,Fayette,B,7,77,84,1839,https://txschools.net/district/la-grange-isd-075902
171,1017,54,161908,Mart ISD,McLennan,B,7,79,86,597,https://txschools.net/district/mart-isd-161908
171,1017,54,147903,Mexia ISD,Limestone,C,7,69,76,1780,https://txschools.net/district/mexia-isd-147903
171,1017,54,169908,Montague ISD,Montague,A,7,87,94,170,https://txschools.net/district/montague-isd-169908
171,1017,54,163903,Natalia ISD,Medina,C,7,66,73,1301,https://txschools.net/district/natalia-isd-163903
171,1017,54,019905,New Boston ISD,Bowie,B,7,82,89,1060,https://txschools.net/district/new-boston-isd-019905
171,1017,54,170908,New Caney ISD,Montgomery,C,7,72,79,19642,https://txschools.net/district/new-caney-isd-170908
171,1017,54,176902,Newton ISD,Newton,C,7,74,81,946,https://txschools.net/district/newton-isd-176902
171,1017,54,062902,Nordheim ISD,Dewitt,B,7,77,84,111,https://txschools.net/district/nordheim-isd-062902
171,1017,54,140905,Olton ISD,Lamb,B,7,77,84,592,https://txschools.net/district/olton-isd-140905
171,1017,54,251902,Plains ISD,Yoakum,C,7,69,76,413,https://txschools.net/district/plains-isd-251902
171,1017,54,117904,Plemons-Stinnett-Phillips CISD,Hutchinson,A,7,79,86,529,https://txschools.net/district/plemons-stinnett-phillips-cisd-117904
