# txschools.net — unofficial. Not operated by, endorsed by, or affiliated with the Texas Education Agency.
# source: Texas Education Agency, published publicly at https://txschools.gov
# snapshot: 15 August 2026 — the date this site fetched TEA's data. TEA may have revised it since.
# dataset: ranking board
# page: https://txschools.net/rankings/texas-districts/per-student-spending-declines
# rows: 1162 (excluding this header and the column row)
# ranking: Texas school districts with the largest per-student spending declines since 2018
# population: 1,162 districts of 1,199 districts are ranked here.
# population: 15 were not rated by TEA for 2025-26 and are not ranked.
# population: 22 have no figure at the start of the window and are not ranked.
# rank_of is how many rows were actually ranked (can be smaller than the population above); two rows on the same value share a rank ("tied"), and the next rank is skipped.
# empty cell = TEA did not publish that figure. It does not mean zero.
# numbers are unformatted: no thousands separators, no currency symbols, no percent signs.
# lines starting with # are comments — pandas: read_csv(path, comment='#')
rank,rank_of,tied,entity_id,name,county,rating,value,2018,2025,enrollment,url
857,1162,0,101810,Academy of Accelerated Learning Inc,Harris,B,9735,9682,19417,711,https://txschools.net/district/academy-of-accelerated-learning-inc-101810
858,1162,0,169911,Saint Jo ISD,Montague,B,9784,11640,21424,298,https://txschools.net/district/saint-jo-isd-169911
859,1162,0,090903,McLean ISD,Gray,B,9787,11219,21006,177,https://txschools.net/district/mclean-isd-090903
860,1162,0,165901,Midland ISD,Midland,C,9797,8732,18529,29048,https://txschools.net/district/midland-isd-165901
861,1162,0,101916,La Porte ISD,Harris,B,9801,16789,26590,6900,https://txschools.net/district/la-porte-isd-101916
862,1162,0,101921,Tomball ISD,Harris,A,9809,11700,21509,23202,https://txschools.net/district/tomball-isd-101921
863,1162,0,133904,Ingram ISD,Kerr,A,9812,11359,21171,1365,https://txschools.net/district/ingram-isd-133904
864,1162,0,250905,Yantis ISD,Wood,C,9816,10075,19891,309,https://txschools.net/district/yantis-isd-250905
865,1162,0,129902,Forney ISD,Kaufman,C,9830,9960,19790,19643,https://txschools.net/district/forney-isd-129902
866,1162,0,110908,Whitharral ISD,Hockley,A,9853,10709,20562,223,https://txschools.net/district/whitharral-isd-110908
867,1162,0,101849,Accelerated Intermediate Academy,Harris,A,9886,7858,17744,166,https://txschools.net/district/accelerated-intermediate-academy-101849
868,1162,1,057905,Dallas ISD,Dallas,B,9908,13363,23271,134302,https://txschools.net/district/dallas-isd-057905
868,1162,1,074917,Sam Rayburn ISD,Fannin,B,9908,9934,19842,477,https://txschools.net/district/sam-rayburn-isd-074917
870,1162,0,042905,Panther Creek CISD,Coleman,B,9940,12665,22605,139,https://txschools.net/district/panther-creek-cisd-042905
871,1162,0,174908,Central Heights ISD,Nacogdoches,A,9965,8537,18502,1106,https://txschools.net/district/central-heights-isd-174908
872,1162,0,031916,South Texas ISD,Cameron,A,9977,16078,26055,4741,https://txschools.net/district/south-texas-isd-031916
873,1162,0,112901,Sulphur Springs ISD,Hopkins,C,9997,11397,21394,4060,https://txschools.net/district/sulphur-springs-isd-112901
874,1162,0,143904,Vysehrad ISD,Lavaca,D,10004,11221,21225,46,https://txschools.net/district/vysehrad-isd-143904
875,1162,0,072903,Stephenville ISD,Erath,A,10021,9739,19760,3503,https://txschools.net/district/stephenville-isd-072903
876,1162,0,047901,Comanche ISD,Comanche,B,10061,11338,21399,1327,https://txschools.net/district/comanche-isd-047901
877,1162,0,225906,Chapel Hill ISD,Titus,B,10084,10849,20933,943,https://txschools.net/district/chapel-hill-isd-225906
878,1162,0,143901,Hallettsville ISD,Lavaca,B,10110,11294,21404,1129,https://txschools.net/district/hallettsville-isd-143901
879,1162,0,154903,North Zulch ISD,Madison,A,10204,13238,23442,335,https://txschools.net/district/north-zulch-isd-154903
880,1162,0,141902,Lometa ISD,Lampasas,B,10262,13593,23855,293,https://txschools.net/district/lometa-isd-141902
881,1162,0,188904,Bushland ISD,Potter,B,10279,11599,21878,1424,https://txschools.net/district/bushland-isd-188904
882,1162,0,168902,Loraine ISD,Mitchell,C,10313,19485,29798,133,https://txschools.net/district/loraine-isd-168902
883,1162,0,220902,Birdville ISD,Tarrant,C,10372,11380,21752,22044,https://txschools.net/district/birdville-isd-220902
884,1162,0,091909,Whitesboro ISD,Grayson,C,10382,10790,21172,1757,https://txschools.net/district/whitesboro-isd-091909
885,1162,0,122902,Valentine ISD,Jeff Davis,B,10396,44320,54716,28,https://txschools.net/district/valentine-isd-122902
886,1162,0,107910,Lapoynor ISD,Henderson,C,10414,11552,21966,465,https://txschools.net/district/lapoynor-isd-107910
887,1162,0,161914,Waco ISD,McLennan,D,10460,12104,22564,12892,https://txschools.net/district/waco-isd-161914
888,1162,0,043912,Prosper ISD,Collin,A,10516,23195,33711,33583,https://txschools.net/district/prosper-isd-043912
889,1162,0,020910,Damon ISD,Brazoria,B,10521,14376,24897,87,https://txschools.net/district/damon-isd-020910
890,1162,0,089901,Gonzales ISD,Gonzales,C,10557,10530,21087,2514,https://txschools.net/district/gonzales-isd-089901
891,1162,0,031913,Santa Maria ISD,Cameron,B,10562,17576,28138,502,https://txschools.net/district/santa-maria-isd-031913
892,1162,0,220920,White Settlement ISD,Tarrant,C,10600,10454,21054,6684,https://txschools.net/district/white-settlement-isd-220920
893,1162,0,050901,Evant ISD,Coryell,D,10724,11695,22419,192,https://txschools.net/district/evant-isd-050901
894,1162,0,076903,Roby CISD,Fisher,A,10730,12088,22818,313,https://txschools.net/district/roby-cisd-076903
895,1162,0,102901,Karnack ISD,Harrison,D,10770,16177,26947,121,https://txschools.net/district/karnack-isd-102901
896,1162,0,099902,Chillicothe ISD,Hardeman,B,10775,16448,27223,172,https://txschools.net/district/chillicothe-isd-099902
897,1162,0,047903,Gustine ISD,Comanche,B,10780,15249,26029,166,https://txschools.net/district/gustine-isd-047903
898,1162,0,043904,Farmersville ISD,Collin,B,10816,10982,21798,2523,https://txschools.net/district/farmersville-isd-043904
899,1162,0,002901,Andrews ISD,Andrews,C,10818,11102,21920,4159,https://txschools.net/district/andrews-isd-002901
900,1162,0,245902,Lyford CISD,Willacy,B,10839,13145,23984,1366,https://txschools.net/district/lyford-cisd-245902
901,1162,0,229901,Colmesneil ISD,Tyler,C,10933,8836,19769,388,https://txschools.net/district/colmesneil-isd-229901
902,1162,0,019903,Maud ISD,Bowie,A,10971,12381,23352,459,https://txschools.net/district/maud-isd-019903
903,1162,0,152907,Frenship ISD,Lubbock,C,10979,10914,21893,12042,https://txschools.net/district/frenship-isd-152907
904,1162,0,093903,Iola ISD,Grimes,A,10985,11794,22779,656,https://txschools.net/district/iola-isd-093903
905,1162,0,057809,Nova Academy,Dallas,F,10993,8641,19634,67,https://txschools.net/district/nova-academy-057809
906,1162,0,227910,Del Valle ISD,Travis,D,11005,17048,28053,11766,https://txschools.net/district/del-valle-isd-227910
907,1162,0,148901,Booker ISD,Lipscomb,B,11008,11842,22850,335,https://txschools.net/district/booker-isd-148901
908,1162,0,164901,Menard ISD,Menard,B,11025,14720,25745,249,https://txschools.net/district/menard-isd-164901
909,1162,0,071907,Canutillo ISD,El Paso,C,11035,11520,22555,5604,https://txschools.net/district/canutillo-isd-071907
910,1162,0,031914,Santa Rosa ISD,Cameron,B,11063,14993,26056,811,https://txschools.net/district/santa-rosa-isd-031914
911,1162,0,050909,Jonesboro ISD,Coryell,C,11101,9952,21053,317,https://txschools.net/district/jonesboro-isd-050909
912,1162,0,178913,Banquete ISD,Nueces,B,11207,13400,24607,724,https://txschools.net/district/banquete-isd-178913
913,1162,0,037901,Alto ISD,Cherokee,C,11218,11710,22928,524,https://txschools.net/district/alto-isd-037901
914,1162,0,049909,Sivells Bend ISD,Cooke,B,11227,13383,24610,56,https://txschools.net/district/sivells-bend-isd-049909
915,1162,0,153907,Wilson ISD,Lynn,C,11284,22155,33439,120,https://txschools.net/district/wilson-isd-153907
916,1162,0,109914,Penelope ISD,Hill,A,11295,12417,23712,215,https://txschools.net/district/penelope-isd-109914
917,1162,0,004901,Rockport-Fulton ISD,Aransas,C,11322,15424,26746,2831,https://txschools.net/district/rockport-fulton-isd-004901
918,1162,0,007901,Charlotte ISD,Atascosa,B,11341,14413,25754,422,https://txschools.net/district/charlotte-isd-007901
919,1162,0,079901,Lamar CISD,Fort Bend,B,11349,13594,24943,48645,https://txschools.net/district/lamar-cisd-079901
920,1162,0,062903,Yoakum ISD,Dewitt,B,11390,21135,32525,1409,https://txschools.net/district/yoakum-isd-062903
921,1162,0,219905,Kress ISD,Swisher,B,11411,11774,23185,278,https://txschools.net/district/kress-isd-219905
922,1162,0,145907,Oakwood ISD,Leon,C,11443,13387,24830,205,https://txschools.net/district/oakwood-isd-145907
923,1162,0,133902,Hunt ISD,Kerr,A,11449,13288,24737,211,https://txschools.net/district/hunt-isd-133902
924,1162,0,244905,Northside ISD,Wilbarger,B,11464,10906,22370,246,https://txschools.net/district/northside-isd-244905
925,1162,0,249902,Boyd ISD,Wise,C,11483,9678,21161,1443,https://txschools.net/district/boyd-isd-249902
926,1162,0,184909,Brock ISD,Parker,A,11509,21203,32712,2181,https://txschools.net/district/brock-isd-184909
927,1162,0,049903,Valley View ISD,Cooke,B,11550,11353,22903,875,https://txschools.net/district/valley-view-isd-049903
928,1162,0,181901,Bridge City ISD,Orange,C,11604,8716,20320,3072,https://txschools.net/district/bridge-city-isd-181901
929,1162,0,221911,Jim Ned CISD,Taylor,A,11622,11487,23109,1625,https://txschools.net/district/jim-ned-cisd-221911
930,1162,0,127904,Hawley ISD,Jones,B,11669,11385,23054,773,https://txschools.net/district/hawley-isd-127904
931,1162,0,219903,Tulia ISD,Swisher,C,11676,11935,23611,730,https://txschools.net/district/tulia-isd-219903
932,1162,0,198905,Hearne ISD,Robertson,D,11698,13363,25061,719,https://txschools.net/district/hearne-isd-198905
933,1162,0,178906,London ISD,Nueces,A,11700,11525,23225,1922,https://txschools.net/district/london-isd-178906
934,1162,0,158905,Palacios ISD,Matagorda,B,11818,14760,26578,1266,https://txschools.net/district/palacios-isd-158905
935,1162,0,062905,Westhoff ISD,Dewitt,B,11824,18859,30683,100,https://txschools.net/district/westhoff-isd-062905
936,1162,0,061914,Little Elm ISD,Denton,C,11886,13528,25414,7647,https://txschools.net/district/little-elm-isd-061914
937,1162,0,094901,Seguin ISD,Guadalupe,C,11938,12321,24259,7160,https://txschools.net/district/seguin-isd-094901
938,1162,0,169902,Nocona ISD,Montague,B,12042,12009,24051,764,https://txschools.net/district/nocona-isd-169902
939,1162,0,011905,McDade ISD,Bastrop,C,12057,13741,25798,373,https://txschools.net/district/mcdade-isd-011905
940,1162,0,249906,Paradise ISD,Wise,B,12107,11181,23288,1372,https://txschools.net/district/paradise-isd-249906
941,1162,1,011902,Elgin ISD,Bastrop,D,12122,12821,24943,6221,https://txschools.net/district/elgin-isd-011902
941,1162,1,162904,McMullen County ISD,McMullen,A,12122,53203,65325,286,https://txschools.net/district/mcmullen-county-isd-162904
943,1162,0,206902,Richland Springs ISD,San Saba,C,12123,17614,29737,101,https://txschools.net/district/richland-springs-isd-206902
944,1162,0,217901,Aspermont ISD,Stonewall,A,12151,16007,28158,210,https://txschools.net/district/aspermont-isd-217901
945,1162,0,091917,Gunter ISD,Grayson,B,12178,23048,35226,1153,https://txschools.net/district/gunter-isd-091917
946,1162,0,061910,Argyle ISD,Denton,A,12213,19374,31587,6551,https://txschools.net/district/argyle-isd-061910
947,1162,0,086901,Fredericksburg ISD,Gillespie,B,12217,12109,24326,2956,https://txschools.net/district/fredericksburg-isd-086901
948,1162,0,070911,Red Oak ISD,Ellis,C,12240,11173,23413,6569,https://txschools.net/district/red-oak-isd-070911
949,1162,1,022902,Marathon ISD,Brewster,B,12273,26571,38844,46,https://txschools.net/district/marathon-isd-022902
949,1162,1,070912,Waxahachie ISD,Ellis,B,12273,18383,30656,11092,https://txschools.net/district/waxahachie-isd-070912
951,1162,0,144903,Dime Box ISD,Lee,B,12286,13953,26239,169,https://txschools.net/district/dime-box-isd-144903
952,1162,0,067904,Gorman ISD,Eastland,C,12295,16795,29090,210,https://txschools.net/district/gorman-isd-067904
953,1162,0,014901,Academy ISD,Bell,B,12299,9800,22099,1857,https://txschools.net/district/academy-isd-014901
954,1162,0,234902,Canton ISD,Van Zandt,B,12338,10184,22522,2249,https://txschools.net/district/canton-isd-234902
955,1162,0,092903,Longview ISD,Gregg,B,12339,11258,23597,7906,https://txschools.net/district/longview-isd-092903
956,1162,0,061912,Lake Dallas ISD,Denton,B,12367,12384,24751,3935,https://txschools.net/district/lake-dallas-isd-061912
957,1162,0,032902,Pittsburg ISD,Camp,A,12400,12352,24752,2228,https://txschools.net/district/pittsburg-isd-032902
958,1162,0,064903,Carrizo Springs CISD,Dimmit,C,12444,13458,25902,1796,https://txschools.net/district/carrizo-springs-cisd-064903
959,1162,0,031909,Point Isabel ISD,Cameron,B,12493,11102,23595,1718,https://txschools.net/district/point-isabel-isd-031909
960,1162,0,001908,Westwood ISD,Anderson,D,12589,10064,22653,1300,https://txschools.net/district/westwood-isd-001908
961,1162,0,212910,Winona ISD,Smith,C,12640,12547,25187,1122,https://txschools.net/district/winona-isd-212910
962,1162,0,061901,Denton ISD,Denton,C,12729,14175,26904,33101,https://txschools.net/district/denton-isd-061901
963,1162,0,149902,Three Rivers ISD,Live Oak,C,12744,18648,31392,541,https://txschools.net/district/three-rivers-isd-149902
964,1162,0,127905,Lueders-Avoca ISD,Jones,D,12785,18784,31569,103,https://txschools.net/district/lueders-avoca-isd-127905
965,1162,0,150901,Llano ISD,Llano,B,12880,16205,29085,2009,https://txschools.net/district/llano-isd-150901
966,1162,0,161909,McGregor ISD,McLennan,C,12915,11714,24629,1448,https://txschools.net/district/mcgregor-isd-161909
967,1162,0,143902,Moulton ISD,Lavaca,B,13029,12133,25162,258,https://txschools.net/district/moulton-isd-143902
968,1162,0,140901,Amherst ISD,Lamb,B,13049,11942,24991,102,https://txschools.net/district/amherst-isd-140901
969,1162,0,227901,Austin ISD,Travis,B,13082,13757,26839,69000,https://txschools.net/district/austin-isd-227901
970,1162,0,078901,Crowell ISD,Foard,B,13173,15765,28938,172,https://txschools.net/district/crowell-isd-078901
971,1162,0,220912,Crowley ISD,Tarrant,B,13277,13892,27169,17052,https://txschools.net/district/crowley-isd-220912
972,1162,0,187901,Big Sandy ISD,Polk,A,13371,12256,25627,526,https://txschools.net/district/big-sandy-isd-187901
973,1162,0,109902,Bynum ISD,Hill,B,13416,13764,27180,174,https://txschools.net/district/bynum-isd-109902
974,1162,0,246906,Hutto ISD,Williamson,C,13446,13971,27417,11069,https://txschools.net/district/hutto-isd-246906
975,1162,0,070909,Milford ISD,Ellis,C,13474,11197,24671,277,https://txschools.net/district/milford-isd-070909
976,1162,0,166907,Buckholts ISD,Milam,C,13536,14117,27653,107,https://txschools.net/district/buckholts-isd-166907
977,1162,0,109912,Aquilla ISD,Hill,B,13576,13270,26846,322,https://txschools.net/district/aquilla-isd-109912
978,1162,1,065902,Hedley ISD,Donley,B,13682,16103,29785,85,https://txschools.net/district/hedley-isd-065902
978,1162,1,163908,Medina Valley ISD,Medina,B,13682,16285,29967,10442,https://txschools.net/district/medina-valley-isd-163908
980,1162,0,205905,Odem-Edroy ISD,San Patricio,B,13715,14730,28445,892,https://txschools.net/district/odem-edroy-isd-205905
981,1162,0,048901,Eden CISD,Concho,B,13725,11654,25379,217,https://txschools.net/district/eden-cisd-048901
982,1162,0,075903,Schulenburg ISD,Fayette,C,13842,16480,30322,644,https://txschools.net/district/schulenburg-isd-075903
983,1162,0,018903,Morgan ISD,Bosque,C,13860,12087,25947,138,https://txschools.net/district/morgan-isd-018903
984,1162,0,019913,Hubbard ISD,Bowie,F,13867,9620,23487,54,https://txschools.net/district/hubbard-isd-019913
985,1162,0,090902,Lefors ISD,Gray,C,13891,14965,28856,177,https://txschools.net/district/lefors-isd-090902
986,1162,0,214902,San Isidro ISD,Starr,B,13898,15356,29254,151,https://txschools.net/district/san-isidro-isd-214902
987,1162,0,185904,Lazbuddie ISD,Parmer,A,13949,10250,24199,127,https://txschools.net/district/lazbuddie-isd-185904
988,1162,0,254902,La Pryor ISD,Zavala,D,13984,14981,28965,445,https://txschools.net/district/la-pryor-isd-254902
989,1162,0,030903,Baird ISD,Callahan,B,13997,15266,29263,345,https://txschools.net/district/baird-isd-030903
990,1162,0,061911,Northwest ISD,Denton,B,14139,16804,30943,32722,https://txschools.net/district/northwest-isd-061911
991,1162,0,128902,Kenedy ISD,Karnes,B,14208,14301,28509,733,https://txschools.net/district/kenedy-isd-128902
992,1162,0,147901,Coolidge ISD,Limestone,B,14273,12253,26526,311,https://txschools.net/district/coolidge-isd-147901
993,1162,0,025902,Brownwood ISD,Brown,B,14305,9859,24164,3293,https://txschools.net/district/brownwood-isd-025902
994,1162,0,167904,Priddy ISD,Mills,A,14383,15272,29655,90,https://txschools.net/district/priddy-isd-167904
995,1162,0,092902,Kilgore ISD,Gregg,C,14389,9950,24339,3576,https://txschools.net/district/kilgore-isd-092902
996,1162,0,091913,Pottsboro ISD,Grayson,A,14422,9743,24165,1363,https://txschools.net/district/pottsboro-isd-091913
997,1162,0,048903,Paint Rock ISD,Concho,B,14441,16091,30532,330,https://txschools.net/district/paint-rock-isd-048903
998,1162,0,101861,The Rhodes School for Performing Arts,Harris,B,14450,11476,25926,405,https://txschools.net/district/the-rhodes-school-for-performing-arts-101861
999,1162,0,128903,Runge ISD,Karnes,C,14488,22189,36677,172,https://txschools.net/district/runge-isd-128903
1000,1162,0,105904,Dripping Springs ISD,Hays,B,14614,12039,26653,8793,https://txschools.net/district/dripping-springs-isd-105904
1001,1162,0,246911,Taylor ISD,Williamson,B,14619,15581,30200,2882,https://txschools.net/district/taylor-isd-246911
1002,1162,0,025908,Brookesmith ISD,Brown,C,14652,15401,30053,508,https://txschools.net/district/brookesmith-isd-025908
1003,1162,0,244901,Harrold ISD,Wilbarger,B,14731,16577,31308,159,https://txschools.net/district/harrold-isd-244901
1004,1162,0,020902,Angleton ISD,Brazoria,B,14838,10997,25835,7241,https://txschools.net/district/angleton-isd-020902
1005,1162,0,047905,Sidney ISD,Comanche,A,14841,14417,29258,115,https://txschools.net/district/sidney-isd-047905
1006,1162,0,041902,Robert Lee ISD,Coke,B,14918,15308,30226,253,https://txschools.net/district/robert-lee-isd-041902
1007,1162,0,160905,Lohn ISD,McCulloch,B,14929,17232,32161,109,https://txschools.net/district/lohn-isd-160905
1008,1162,0,011901,Bastrop ISD,Bastrop,C,15209,10347,25556,13325,https://txschools.net/district/bastrop-isd-011901
1009,1162,0,240904,Webb CISD,Webb,C,15215,39025,54240,206,https://txschools.net/district/webb-cisd-240904
1010,1162,0,039902,Henrietta ISD,Clay,B,15263,12454,27717,862,https://txschools.net/district/henrietta-isd-039902
1011,1162,0,238902,Monahans-Wickett-Pyote ISD,Ward,C,15464,10279,25743,2180,https://txschools.net/district/monahans-wickett-pyote-isd-238902
1012,1162,0,198902,Calvert ISD,Robertson,D,15584,13409,28993,143,https://txschools.net/district/calvert-isd-198902
1013,1162,0,158904,Matagorda ISD,Matagorda,C,15766,12773,28539,118,https://txschools.net/district/matagorda-isd-158904
1014,1162,0,107906,Malakoff ISD,Henderson,B,15818,11992,27810,1522,https://txschools.net/district/malakoff-isd-107906
1015,1162,0,060914,Fannindel ISD,Delta,D,15827,14143,29970,152,https://txschools.net/district/fannindel-isd-060914
1016,1162,0,176901,Burkeville ISD,Newton,C,16020,16666,32686,245,https://txschools.net/district/burkeville-isd-176901
1017,1162,0,189901,Marfa ISD,Presidio,D,16177,13892,30069,339,https://txschools.net/district/marfa-isd-189901
1018,1162,0,061905,Krum ISD,Denton,C,16306,11258,27564,2573,https://txschools.net/district/krum-isd-061905
1019,1162,0,205906,Sinton ISD,San Patricio,B,16327,10756,27083,1959,https://txschools.net/district/sinton-isd-205906
1020,1162,0,116906,Lone Oak ISD,Hunt,B,16375,10594,26969,1090,https://txschools.net/district/lone-oak-isd-116906
1021,1162,0,005902,Holliday ISD,Archer,A,16565,9448,26013,1127,https://txschools.net/district/holliday-isd-005902
1022,1162,0,095904,Petersburg ISD,Hale,A,16585,12631,29216,230,https://txschools.net/district/petersburg-isd-095904
1023,1162,0,177903,Blackwell CISD,Nolan,A,16770,29550,46320,171,https://txschools.net/district/blackwell-cisd-177903
1024,1162,0,101842,Comquest Academy,Harris,B,16930,10482,27412,35,https://txschools.net/district/comquest-academy-101842
1025,1162,0,008901,Bellville ISD,Austin,C,17003,10804,27807,2316,https://txschools.net/district/bellville-isd-008901
1026,1162,0,182902,Graford ISD,Palo Pinto,A,17079,14114,31193,329,https://txschools.net/district/graford-isd-182902
1027,1162,0,020907,Columbia-Brazoria ISD,Brazoria,C,17123,10076,27199,2942,https://txschools.net/district/columbia-brazoria-isd-020907
1028,1162,0,161908,Mart ISD,McLennan,B,17162,12694,29856,597,https://txschools.net/district/mart-isd-161908
1029,1162,0,234903,Edgewood ISD,Van Zandt,B,17216,11377,28593,997,https://txschools.net/district/edgewood-isd-234903
1030,1162,0,019905,New Boston ISD,Bowie,B,17223,11909,29132,1060,https://txschools.net/district/new-boston-isd-019905
1031,1162,0,212902,Bullard ISD,Smith,B,17259,12494,29753,2853,https://txschools.net/district/bullard-isd-212902
1032,1162,0,096904,Memphis ISD,Hall,B,17327,12968,30295,331,https://txschools.net/district/memphis-isd-096904
1033,1162,0,116903,Commerce ISD,Hunt,D,17340,12798,30138,1526,https://txschools.net/district/commerce-isd-116903
1034,1162,0,084906,Texas City ISD,Galveston,C,17443,14618,32061,7379,https://txschools.net/district/texas-city-isd-084906
1035,1162,0,030906,Eula ISD,Callahan,B,17633,12475,30108,486,https://txschools.net/district/eula-isd-030906
1036,1162,0,056901,Dalhart ISD,Dallam,C,17746,10038,27784,1801,https://txschools.net/district/dalhart-isd-056901
1037,1162,0,210906,Excelsior ISD,Shelby,C,17769,12303,30072,112,https://txschools.net/district/excelsior-isd-210906
1038,1162,0,167902,Mullin ISD,Mills,C,17909,16765,34674,176,https://txschools.net/district/mullin-isd-167902
1039,1162,0,168901,Colorado ISD,Mitchell,C,17935,12806,30741,901,https://txschools.net/district/colorado-isd-168901
1040,1162,0,166905,Thorndale ISD,Milam,B,17945,12199,30144,662,https://txschools.net/district/thorndale-isd-166905
1041,1162,0,140904,Littlefield ISD,Lamb,B,17976,11012,28988,1185,https://txschools.net/district/littlefield-isd-140904
1042,1162,0,109903,Covington ISD,Hill,C,17995,23250,41245,351,https://txschools.net/district/covington-isd-109903
1043,1162,0,116910,Campbell ISD,Hunt,D,18006,11686,29692,298,https://txschools.net/district/campbell-isd-116910
1044,1162,0,166904,Rockdale ISD,Milam,C,18051,13619,31670,1452,https://txschools.net/district/rockdale-isd-166904
1045,1162,0,209902,Moran ISD,Shackelford,C,18091,13846,31937,86,https://txschools.net/district/moran-isd-209902
1046,1162,0,226905,Water Valley ISD,Tom Green,A,18142,11486,29628,305,https://txschools.net/district/water-valley-isd-226905
1047,1162,0,161910,Moody ISD,McLennan,B,18249,12961,31210,761,https://txschools.net/district/moody-isd-161910
1048,1162,0,246908,Liberty Hill ISD,Williamson,B,18447,11858,30305,10446,https://txschools.net/district/liberty-hill-isd-246908
1049,1162,0,237904,Waller ISD,Waller,B,18505,13006,31511,10846,https://txschools.net/district/waller-isd-237904
1050,1162,0,222901,Terrell County ISD,Terrell,B,18581,26339,44920,108,https://txschools.net/district/terrell-county-isd-222901
1051,1162,0,001902,Cayuga ISD,Anderson,B,18625,14725,33350,574,https://txschools.net/district/cayuga-isd-001902
1052,1162,0,112908,Como-Pickton CISD,Hopkins,B,18778,11151,29929,751,https://txschools.net/district/como-pickton-cisd-112908
1053,1162,0,109910,Mount Calm ISD,Hill,C,18811,11047,29858,176,https://txschools.net/district/mount-calm-isd-109910
1054,1162,0,182901,Gordon ISD,Palo Pinto,A,18884,11516,30400,240,https://txschools.net/district/gordon-isd-182901
1055,1162,0,091903,Denison ISD,Grayson,C,18962,11304,30266,4742,https://txschools.net/district/denison-isd-091903
1056,1162,0,242905,Kelton ISD,Wheeler,B,19005,25029,44034,129,https://txschools.net/district/kelton-isd-242905
1057,1162,0,166902,Gause ISD,Milam,B,19080,9574,28654,149,https://txschools.net/district/gause-isd-166902
1058,1162,0,049907,Lindsay ISD,Cooke,B,19089,10045,29134,504,https://txschools.net/district/lindsay-isd-049907
1059,1162,0,156905,Grady ISD,Martin,A,19125,23940,43065,242,https://txschools.net/district/grady-isd-156905
1060,1162,0,226908,Veribest ISD,Tom Green,B,19664,12222,31886,258,https://txschools.net/district/veribest-isd-226908
1061,1162,0,034902,Avinger ISD,Cass,B,19750,14457,34207,103,https://txschools.net/district/avinger-isd-034902
1062,1162,0,218901,Sonora ISD,Sutton,C,19798,13123,32921,642,https://txschools.net/district/sonora-isd-218901
1063,1162,0,233903,Comstock ISD,Val Verde,C,19818,14128,33946,166,https://txschools.net/district/comstock-isd-233903
1064,1162,0,079906,Needville ISD,Fort Bend,A,20296,12329,32625,3673,https://txschools.net/district/needville-isd-079906
1065,1162,0,084902,Galveston ISD,Galveston,B,20307,11507,31814,6664,https://txschools.net/district/galveston-isd-084902
1066,1162,0,182904,Santo ISD,Palo Pinto,A,20319,12843,33162,570,https://txschools.net/district/santo-isd-182904
1067,1162,0,116901,Caddo Mills ISD,Hunt,B,20518,10458,30976,3325,https://txschools.net/district/caddo-mills-isd-116901
1068,1162,0,046901,New Braunfels ISD,Comal,B,20861,11153,32014,9710,https://txschools.net/district/new-braunfels-isd-046901
1069,1162,0,104901,Haskell CISD,Haskell,B,21037,19022,40059,545,https://txschools.net/district/haskell-cisd-104901
1070,1162,0,080901,Mount Vernon ISD,Franklin,B,21280,11764,33044,1514,https://txschools.net/district/mount-vernon-isd-080901
1071,1162,0,019907,Texarkana ISD,Bowie,C,21286,11321,32607,7623,https://txschools.net/district/texarkana-isd-019907
1072,1162,0,094904,Marion ISD,Guadalupe,B,21455,10620,32075,1741,https://txschools.net/district/marion-isd-094904
1073,1162,0,073903,Marlin ISD,Falls,D,21478,16845,38323,796,https://txschools.net/district/marlin-isd-073903
1074,1162,0,185901,Bovina ISD,Parmer,D,21781,12655,34436,370,https://txschools.net/district/bovina-isd-185901
1075,1162,0,229906,Chester ISD,Tyler,B,21782,10828,32610,186,https://txschools.net/district/chester-isd-229906
1076,1162,0,066901,Benavides ISD,Duval,D,21879,17505,39384,352,https://txschools.net/district/benavides-isd-066901
1077,1162,0,126901,Alvarado ISD,Johnson,C,21957,10717,32674,3703,https://txschools.net/district/alvarado-isd-126901
1078,1162,0,169910,Forestburg ISD,Montague,B,21987,12731,34718,172,https://txschools.net/district/forestburg-isd-169910
1079,1162,0,172905,Pewitt CISD,Morris,B,22048,10394,32442,794,https://txschools.net/district/pewitt-cisd-172905
1080,1162,0,170907,Splendora ISD,Montgomery,C,22083,11602,33685,5882,https://txschools.net/district/splendora-isd-170907
1081,1162,0,229903,Woodville ISD,Tyler,D,22190,12015,34205,1169,https://txschools.net/district/woodville-isd-229903
1082,1162,0,091901,Bells ISD,Grayson,A,22212,12377,34589,1011,https://txschools.net/district/bells-isd-091901
1083,1162,0,132902,Jayton-Girard ISD,Kent,A,22504,23375,45879,187,https://txschools.net/district/jayton-girard-isd-132902
1084,1162,0,177902,Sweetwater ISD,Nolan,C,22680,11884,34564,1738,https://txschools.net/district/sweetwater-isd-177902
1085,1162,0,248901,Kermit ISD,Winkler,D,22705,12821,35526,1255,https://txschools.net/district/kermit-isd-248901
1086,1162,0,142901,Cotulla ISD,La Salle,C,23190,21092,44282,1130,https://txschools.net/district/cotulla-isd-142901
1087,1162,0,102906,Elysian Fields ISD,Harrison,B,23298,11137,34435,753,https://txschools.net/district/elysian-fields-isd-102906
1088,1162,0,148905,Darrouzett ISD,Lipscomb,D,23302,21222,44524,97,https://txschools.net/district/darrouzett-isd-148905
